antecedent,consequent,support,confidence,lift,antecedent_size,consequent_size,antecedent_set,consequent_set,rule_type,cuisine_involved
"beef, tikka paste",chicken,0.01670235546038544,0.41269841269841273,1.6891337312020924,2,1,"frozenset({'beef', 'tikka paste'})",frozenset({'chicken'}),ingredient_to_ingredient,
"chocolate, tagliatelle",filling,0.015845824411134905,0.4157303370786517,1.688226673180264,2,1,"frozenset({'tagliatelle', 'chocolate'})",frozenset({'filling'}),ingredient_to_ingredient,
"filling, pepper, sugar",grape,0.010599571734475375,0.38372093023255816,1.688155199421617,3,1,"frozenset({'sugar', 'pepper', 'filling'})",frozenset({'grape'}),ingredient_to_ingredient,
chocolate,filling,0.0702355460385439,0.41545281823939206,1.6870997053721397,1,1,frozenset({'chocolate'}),frozenset({'filling'}),ingredient_to_ingredient,
flour,grape,0.011349036402569594,0.3826714801444044,1.683538212222674,1,1,frozenset({'flour'}),frozenset({'grape'}),ingredient_to_ingredient,
"shrimp, sugar",filling,0.027837259100642397,0.4140127388535032,1.681251730822487,2,1,"frozenset({'sugar', 'shrimp'})",frozenset({'filling'}),ingredient_to_ingredient,
fish paste,yeast,0.010385438972162741,0.3277027027027027,1.6771195853387633,1,1,frozenset({'fish paste'}),frozenset({'yeast'}),ingredient_to_ingredient,
"cucumber, filling",yeast,0.016059957173447537,0.32751091703056767,1.6761380630495901,2,1,"frozenset({'cucumber', 'filling'})",frozenset({'yeast'}),ingredient_to_ingredient,
"corn, vermicelli",pasta,0.014025695931477516,0.34114583333333337,1.6743573743212472,2,1,"frozenset({'corn', 'vermicelli'})",frozenset({'pasta'}),ingredient_to_ingredient,
apple,filling,0.01006423982869379,0.41228070175438597,1.6742181540808543,1,1,frozenset({'apple'}),frozenset({'filling'}),ingredient_to_ingredient,
"grape, rice",filling,0.01873661670235546,0.411764705882353,1.6721227621483377,2,1,"frozenset({'rice', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
"corn, espresso",filling,0.011670235546038544,0.41132075471698115,1.6703199343724364,2,1,"frozenset({'corn', 'espresso'})",frozenset({'filling'}),ingredient_to_ingredient,
"chocolate, shrimp stock",sugar,0.017773019271948607,0.8512820512820511,1.6686200123765704,2,1,"frozenset({'chocolate', 'shrimp stock'})",frozenset({'sugar'}),ingredient_to_ingredient,
"rice, yeast",filling,0.010278372591006424,0.41025641025641024,1.6659977703455964,2,1,"frozenset({'rice', 'yeast'})",frozenset({'filling'}),ingredient_to_ingredient,
"pasta, pepper",corn,0.013490364025695931,0.5080645161290323,1.6644414523483555,2,1,"frozenset({'pasta', 'pepper'})",frozenset({'corn'}),ingredient_to_ingredient,
ice cream,filling,0.01595289079229122,0.4093406593406593,1.6622790253225035,1,1,frozenset({'ice cream'}),frozenset({'filling'}),ingredient_to_ingredient,
"chocolate, filling",yeast,0.022805139186295502,0.32469512195121947,1.6617273638489807,2,1,"frozenset({'chocolate', 'filling'})",frozenset({'yeast'}),ingredient_to_ingredient,
shell,filling,0.014453961456102784,0.40909090909090906,1.6612648221343873,1,1,frozenset({'shell'}),frozenset({'filling'}),ingredient_to_ingredient,
"cuisine:moroccan, yeast",filling,0.010599571734475375,0.40909090909090906,1.6612648221343873,2,1,"frozenset({'cuisine:moroccan', 'yeast'})",frozenset({'filling'}),cuisine_to_ingredient,moroccan
tikka paste,beef,0.040471092077087795,0.31764705882352945,1.6602258138845916,1,1,frozenset({'tikka paste'}),frozenset({'beef'}),ingredient_to_ingredient,
cuisine:southern_us,beef,0.015845824411134905,0.3169164882226981,1.6564073866815894,1,1,frozenset({'cuisine:southern_us'}),frozenset({'beef'}),cuisine_to_ingredient,southern_us
cuisine:filipino,corn,0.025267665952890792,0.5053533190578158,1.6555594528235706,1,1,frozenset({'cuisine:filipino'}),frozenset({'corn'}),cuisine_to_ingredient,filipino
char,grape,0.019271948608137045,0.3757828810020877,1.6532322696935935,1,1,frozenset({'char'}),frozenset({'grape'}),ingredient_to_ingredient,
"chocolate, filling, sugar",yeast,0.017773019271948607,0.32295719844357973,1.6528330046372794,3,1,"frozenset({'sugar', 'chocolate', 'filling'})",frozenset({'yeast'}),ingredient_to_ingredient,
"chocolate, corn, grape",sugar,0.013811563169164882,0.8431372549019609,1.6526551858938752,3,1,"frozenset({'corn', 'chocolate', 'grape'})",frozenset({'sugar'}),ingredient_to_ingredient,
"cucumber, sugar, yeast",filling,0.010706638115631691,0.4048582995951417,1.6440767470515754,3,1,"frozenset({'sugar', 'cucumber', 'yeast'})",frozenset({'filling'}),ingredient_to_ingredient,
"chocolate, crabmeat, filling",sugar,0.012098501070663811,0.837037037037037,1.6406979907504566,3,1,"frozenset({'crabmeat', 'chocolate', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"chocolate, corn, filling",grape,0.011241970021413276,0.3723404255319149,1.638087411431034,3,1,"frozenset({'corn', 'chocolate', 'filling'})",frozenset({'grape'}),ingredient_to_ingredient,
farro,corn,0.014561027837259101,0.5,1.6380217467555245,1,1,frozenset({'farro'}),frozenset({'corn'}),ingredient_to_ingredient,
"chicken, corn",pasta,0.024197002141327622,0.33333333333333326,1.63601331231389,2,1,"frozenset({'chicken', 'corn'})",frozenset({'pasta'}),ingredient_to_ingredient,
"chocolate, corn, yeast",sugar,0.015096359743040685,0.8343195266272189,1.6353713281633209,3,1,"frozenset({'corn', 'chocolate', 'yeast'})",frozenset({'sugar'}),ingredient_to_ingredient,
peach,filling,0.010385438972162741,0.4024896265560166,1.6344578747970415,1,1,frozenset({'peach'}),frozenset({'filling'}),ingredient_to_ingredient,
"tagliatelle, yeast",filling,0.01980728051391863,0.40217391304347827,1.6331758034026467,2,1,"frozenset({'tagliatelle', 'yeast'})",frozenset({'filling'}),ingredient_to_ingredient,
"corn, truffle",filling,0.014025695931477516,0.401840490797546,1.631821819151774,2,1,"frozenset({'truffle', 'corn'})",frozenset({'filling'}),ingredient_to_ingredient,
"char, pasta",corn,0.010813704496788009,0.4975369458128079,1.6299526741114085,2,1,"frozenset({'char', 'pasta'})",frozenset({'corn'}),ingredient_to_ingredient,
"rice, sugar",filling,0.03179871520342612,0.40080971659919024,1.6276359795810595,2,1,"frozenset({'rice', 'sugar'})",frozenset({'filling'}),ingredient_to_ingredient,
"grape, pepper, sugar",corn,0.011349036402569594,0.4953271028037384,1.6227131322998656,3,1,"frozenset({'sugar', 'pepper', 'grape'})",frozenset({'corn'}),ingredient_to_ingredient,
cuisine:chinese,chicken,0.01980728051391863,0.3961456102783726,1.6213847502191059,1,1,frozenset({'cuisine:chinese'}),frozenset({'chicken'}),cuisine_to_ingredient,chinese
"bean paste, sugar",chicken,0.01670235546038544,0.39593908629441626,1.6205394680060683,2,1,"frozenset({'sugar', 'bean paste'})",frozenset({'chicken'}),ingredient_to_ingredient,
"cucumber, grape",filling,0.014989293361884369,0.39886039886039887,1.619720054502663,2,1,"frozenset({'cucumber', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
"chocolate, grape",sugar,0.03501070663811563,0.8257575757575758,1.6185888263537793,2,1,"frozenset({'chocolate', 'grape'})",frozenset({'sugar'}),ingredient_to_ingredient,
"cuisine:indian, grape",sugar,0.01113490364025696,0.8253968253968255,1.6178817102216896,2,1,"frozenset({'cuisine:indian', 'grape'})",frozenset({'sugar'}),cuisine_to_ingredient,indian
"pasta, truffle",chicken,0.010706638115631691,0.3952569169960474,1.6177474166271177,2,1,"frozenset({'truffle', 'pasta'})",frozenset({'chicken'}),ingredient_to_ingredient,
"cuisine:thai, rice",corn,0.012526766595289078,0.49367088607594933,1.617287294264948,2,1,"frozenset({'cuisine:thai', 'rice'})",frozenset({'corn'}),cuisine_to_ingredient,thai
"chocolate, filling, grape",sugar,0.019593147751605994,0.8243243243243243,1.615779473072233,3,1,"frozenset({'chocolate', 'grape', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"crouton, sugar",grape,0.011884368308351177,0.3663366336633663,1.6116741207799534,2,1,"frozenset({'sugar', 'crouton'})",frozenset({'grape'}),ingredient_to_ingredient,
"filling, rice, sugar",corn,0.01563169164882227,0.4915824915824916,1.610445623072772,3,1,"frozenset({'rice', 'sugar', 'filling'})",frozenset({'corn'}),ingredient_to_ingredient,
"chocolate, rice",grape,0.012419700214132762,0.3659305993690852,1.6098877993910765,2,1,"frozenset({'rice', 'chocolate'})",frozenset({'grape'}),ingredient_to_ingredient,
"beef, chicken, tikka paste",sugar,0.013704496788008565,0.8205128205128204,1.6083084456641645,3,1,"frozenset({'chicken', 'beef', 'tikka paste'})",frozenset({'sugar'}),ingredient_to_ingredient,
"chicken, corn, tikka paste",sugar,0.012205567451820129,0.8201438848920863,1.6075852853918335,3,1,"frozenset({'chicken', 'corn', 'tikka paste'})",frozenset({'sugar'}),ingredient_to_ingredient,
"filling, shrimp, sugar",grape,0.010171306209850108,0.3653846153846154,1.6074857784702345,3,1,"frozenset({'sugar', 'shrimp', 'filling'})",frozenset({'grape'}),ingredient_to_ingredient,
"grape, rice, sugar",corn,0.013490364025695931,0.490272373540856,1.60615361938674,3,1,"frozenset({'rice', 'sugar', 'grape'})",frozenset({'corn'}),ingredient_to_ingredient,
"chocolate, grape, rice",sugar,0.010171306209850108,0.8189655172413793,1.6052755364185693,3,1,"frozenset({'rice', 'chocolate', 'grape'})",frozenset({'sugar'}),ingredient_to_ingredient,
"grape, pepper",corn,0.015417558886509636,0.4897959183673469,1.6045927315156157,2,1,"frozenset({'pepper', 'grape'})",frozenset({'corn'}),ingredient_to_ingredient,
peach,corn,0.012633832976445396,0.4896265560165975,1.6040378930883974,1,1,frozenset({'peach'}),frozenset({'corn'}),ingredient_to_ingredient,
"corn, sausage",filling,0.010813704496788009,0.39453125,1.6021399456521739,2,1,"frozenset({'corn', 'sausage'})",frozenset({'filling'}),ingredient_to_ingredient,
"cuisine:cajun_creole, sugar",filling,0.010706638115631691,0.39370078740157477,1.5987675453611776,2,1,"frozenset({'sugar', 'cuisine:cajun_creole'})",frozenset({'filling'}),cuisine_to_ingredient,cajun_creole
"pork, tikka paste",sugar,0.013704496788008565,0.8152866242038217,1.5980644428255393,2,1,"frozenset({'pork', 'tikka paste'})",frozenset({'sugar'}),ingredient_to_ingredient,
"cuisine:filipino, grape",corn,0.010599571734475375,0.4876847290640394,1.597676383534945,2,1,"frozenset({'grape', 'cuisine:filipino'})",frozenset({'corn'}),cuisine_to_ingredient,filipino
"sugar, vermicelli",grape,0.021306209850107068,0.3631386861313869,1.5976049592402985,2,1,"frozenset({'sugar', 'vermicelli'})",frozenset({'grape'}),ingredient_to_ingredient,
"chocolate, corn, rice",sugar,0.011777301927194861,0.8148148148148149,1.597139637013719,3,1,"frozenset({'rice', 'corn', 'chocolate'})",frozenset({'sugar'}),ingredient_to_ingredient,
"corn, crabmeat, tikka paste",sugar,0.012633832976445396,0.8137931034482759,1.5951369540832943,3,1,"frozenset({'crabmeat', 'corn', 'tikka paste'})",frozenset({'sugar'}),ingredient_to_ingredient,
"pancake, sugar",filling,0.010385438972162741,0.3927125506072875,1.5947544446400284,2,1,"frozenset({'sugar', 'pancake'})",frozenset({'filling'}),ingredient_to_ingredient,
"chocolate, shrimp",sugar,0.018522483940042828,0.8122065727699531,1.5920271541807687,2,1,"frozenset({'chocolate', 'shrimp'})",frozenset({'sugar'}),ingredient_to_ingredient,
"chocolate, pepper",corn,0.011027837259100642,0.48584905660377353,1.5916626407152736,2,1,"frozenset({'chocolate', 'pepper'})",frozenset({'corn'}),ingredient_to_ingredient,
"espresso, filling, grape",sugar,0.01006423982869379,0.8103448275862069,1.5883778991931108,3,1,"frozenset({'espresso', 'grape', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"filling, pasta",grape,0.018201284796573874,0.3609341825902335,1.5879063897281116,2,1,"frozenset({'pasta', 'filling'})",frozenset({'grape'}),ingredient_to_ingredient,
"grape, tikka paste",sugar,0.020985010706638114,0.8099173553719008,1.5875399998265591,2,1,"frozenset({'tikka paste', 'grape'})",frozenset({'sugar'}),ingredient_to_ingredient,
"pepper, sugar",grape,0.02291220556745182,0.3602693602693603,1.5849815472990227,2,1,"frozenset({'sugar', 'pepper'})",frozenset({'grape'}),ingredient_to_ingredient,
"cheese, pasta",chicken,0.015738758029978588,0.3868421052631579,1.5833064255731353,2,1,"frozenset({'pasta', 'cheese'})",frozenset({'chicken'}),ingredient_to_ingredient,
flour,filling,0.011563169164882228,0.38989169675090257,1.5832993250667087,1,1,frozenset({'flour'}),frozenset({'filling'}),ingredient_to_ingredient,
"cuisine:indian, semolina",sugar,0.011241970021413276,0.8076923076923077,1.583178626200662,2,1,"frozenset({'cuisine:indian', 'semolina'})",frozenset({'sugar'}),cuisine_to_ingredient,indian
"filling, vermicelli",grape,0.018201284796573874,0.35940803382663844,1.5811921978053711,2,1,"frozenset({'vermicelli', 'filling'})",frozenset({'grape'}),ingredient_to_ingredient,
"cereal, sugar",pasta,0.015203426124197002,0.3219954648526077,1.5803666010106967,2,1,"frozenset({'sugar', 'cereal'})",frozenset({'pasta'}),ingredient_to_ingredient,
"filling, rice",grape,0.01873661670235546,0.35860655737704916,1.5776661544520203,2,1,"frozenset({'rice', 'filling'})",frozenset({'grape'}),ingredient_to_ingredient,
"pasta, pepper",chicken,0.010171306209850108,0.3830645161290323,1.567845127364225,2,1,"frozenset({'pasta', 'pepper'})",frozenset({'chicken'}),ingredient_to_ingredient,
"chocolate, filling, sugar",grape,0.019593147751605994,0.3560311284046692,1.566335722703538,3,1,"frozenset({'sugar', 'chocolate', 'filling'})",frozenset({'grape'}),ingredient_to_ingredient,
mahlab,corn,0.012633832976445396,0.4777327935222672,1.565073409855481,1,1,frozenset({'mahlab'}),frozenset({'corn'}),ingredient_to_ingredient,
groundnut,yeast,0.012633832976445396,0.30569948186528495,1.5645113208886365,1,1,frozenset({'groundnut'}),frozenset({'yeast'}),ingredient_to_ingredient,
"chocolate, filling, rice",sugar,0.013918629550321198,0.7975460122699386,1.5632906095700372,3,1,"frozenset({'rice', 'chocolate', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
egg,chicken,0.010171306209850108,0.3815261044176707,1.5615485605876618,1,1,frozenset({'egg'}),frozenset({'chicken'}),ingredient_to_ingredient,
"espresso, sugar",filling,0.02366167023554604,0.38434782608695656,1.5607863894139888,2,1,"frozenset({'sugar', 'espresso'})",frozenset({'filling'}),ingredient_to_ingredient,
cracker,filling,0.017451820128479657,0.3835294117647059,1.5574629156010231,1,1,frozenset({'cracker'}),frozenset({'filling'}),ingredient_to_ingredient,
"cuisine:russian, sugar",chicken,0.011563169164882228,0.38028169014084506,1.556455296194344,2,1,"frozenset({'sugar', 'cuisine:russian'})",frozenset({'chicken'}),cuisine_to_ingredient,russian
"chocolate, corn",yeast,0.01809421841541756,0.30395683453237415,1.5555927860451366,2,1,"frozenset({'corn', 'chocolate'})",frozenset({'yeast'}),ingredient_to_ingredient,
tagliatelle,yeast,0.04925053533190578,0.3036303630363036,1.5539219675392197,1,1,frozenset({'tagliatelle'}),frozenset({'yeast'}),ingredient_to_ingredient,
"crabmeat, sugar, tikka paste",corn,0.012633832976445396,0.4738955823293173,1.5525025390935896,3,1,"frozenset({'crabmeat', 'sugar', 'tikka paste'})",frozenset({'corn'}),ingredient_to_ingredient,
"cornmeal, sugar",filling,0.015417558886509636,0.38196286472148544,1.5511013723907277,2,1,"frozenset({'cornmeal', 'sugar'})",frozenset({'filling'}),ingredient_to_ingredient,
"corn, cuisine:irish",sugar,0.010920770877944325,0.7906976744186046,1.5498670050513677,2,1,"frozenset({'cuisine:irish', 'corn'})",frozenset({'sugar'}),cuisine_to_ingredient,irish
"chocolate, filling, grape",corn,0.011241970021413276,0.47297297297297297,1.5494800307146854,3,1,"frozenset({'chocolate', 'grape', 'filling'})",frozenset({'corn'}),ingredient_to_ingredient,
"pasta, vermicelli",filling,0.013062098501070664,0.38125,1.5482065217391303,2,1,"frozenset({'pasta', 'vermicelli'})",frozenset({'filling'}),ingredient_to_ingredient,
"beef, chocolate",filling,0.01145610278372591,0.3807829181494662,1.546309763267832,2,1,"frozenset({'beef', 'chocolate'})",frozenset({'filling'}),ingredient_to_ingredient,
"basil, pasta",corn,0.010813704496788009,0.4719626168224299,1.5461700600215698,2,1,"frozenset({'pasta', 'basil'})",frozenset({'corn'}),ingredient_to_ingredient,
fish paste,grape,0.01113490364025696,0.3513513513513513,1.545747348856157,1,1,frozenset({'fish paste'}),frozenset({'grape'}),ingredient_to_ingredient,
"cuisine:jamaican, grape",sugar,0.01113490364025696,0.787878787878788,1.54434163248434,2,1,"frozenset({'cuisine:jamaican', 'grape'})",frozenset({'sugar'}),cuisine_to_ingredient,jamaican
"cuisine:irish, tikka paste",sugar,0.013918629550321198,0.7878787878787877,1.5443416324843395,2,1,"frozenset({'tikka paste', 'cuisine:irish'})",frozenset({'sugar'}),cuisine_to_ingredient,irish
"chocolate, tikka paste",sugar,0.013918629550321198,0.7878787878787877,1.5443416324843395,2,1,"frozenset({'tikka paste', 'chocolate'})",frozenset({'sugar'}),ingredient_to_ingredient,
"filling, pepper",corn,0.016595289079229122,0.47112462006079026,1.5434247461830168,2,1,"frozenset({'pepper', 'filling'})",frozenset({'corn'}),ingredient_to_ingredient,
cuisine:thai,corn,0.023554603854389723,0.47109207708779444,1.5433181339880744,1,1,frozenset({'cuisine:thai'}),frozenset({'corn'}),cuisine_to_ingredient,thai
"chocolate, corn, filling",sugar,0.023768736616702354,0.7872340425531915,1.5430778504610303,3,1,"frozenset({'corn', 'chocolate', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"cuisine:moroccan, sugar",filling,0.010492505353319057,0.37984496124031003,1.5425008426019546,2,1,"frozenset({'cuisine:moroccan', 'sugar'})",frozenset({'filling'}),cuisine_to_ingredient,moroccan
"chocolate, sugar",yeast,0.038329764453961454,0.3010933557611438,1.540938050854292,2,1,"frozenset({'sugar', 'chocolate'})",frozenset({'yeast'}),ingredient_to_ingredient,
"grape, sugar",filling,0.05139186295503212,0.37944664031620556,1.5408833132840696,2,1,"frozenset({'sugar', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
"chocolate, crabmeat",sugar,0.021627408993576017,0.7859922178988327,1.54064371777022,2,1,"frozenset({'crabmeat', 'chocolate'})",frozenset({'sugar'}),ingredient_to_ingredient,
shell,corn,0.016595289079229122,0.46969696969696967,1.5387477014976139,1,1,frozenset({'shell'}),frozenset({'corn'}),ingredient_to_ingredient,
"corn, filling",grape,0.03372591006423983,0.3496115427302996,1.5380931743292503,2,1,"frozenset({'corn', 'filling'})",frozenset({'grape'}),ingredient_to_ingredient,
"chicken, vermicelli",grape,0.01006423982869379,0.34944237918215615,1.5373489503350628,2,1,"frozenset({'chicken', 'vermicelli'})",frozenset({'grape'}),ingredient_to_ingredient,
"filling, pepper",sugar,0.027623126338329765,0.7841945288753799,1.5371200209225706,2,1,"frozenset({'pepper', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"filling, pepper, sugar",corn,0.012955032119914348,0.4689922480620155,1.536439002770686,3,1,"frozenset({'sugar', 'pepper', 'filling'})",frozenset({'corn'}),ingredient_to_ingredient,
"chocolate, filling",sugar,0.055032119914346894,0.7835365853658536,1.5358303687968675,2,1,"frozenset({'chocolate', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"chocolate, pasta",filling,0.012098501070663811,0.37792642140468224,1.5347099025737967,2,1,"frozenset({'pasta', 'chocolate'})",frozenset({'filling'}),ingredient_to_ingredient,
cuisine:russian,chicken,0.01873661670235546,0.37473233404710915,1.5337423312883434,1,1,frozenset({'cuisine:russian'}),frozenset({'chicken'}),cuisine_to_ingredient,russian
"cuisine:brazilian, filling",sugar,0.01113490364025696,0.7819548872180452,1.5327300412626532,2,1,"frozenset({'cuisine:brazilian', 'filling'})",frozenset({'sugar'}),cuisine_to_ingredient,brazilian
"corn, pasta, sugar",grape,0.011670235546038544,0.3482428115015974,1.532071530581686,3,1,"frozenset({'pasta', 'sugar', 'corn'})",frozenset({'grape'}),ingredient_to_ingredient,
"chocolate, tagliatelle, yeast",sugar,0.01145610278372591,0.781021897810219,1.5309012645430105,3,1,"frozenset({'tagliatelle', 'chocolate', 'yeast'})",frozenset({'sugar'}),ingredient_to_ingredient,
"corn, cucumber",filling,0.020663811563169165,0.376953125,1.5307574728260869,2,1,"frozenset({'corn', 'cucumber'})",frozenset({'filling'}),ingredient_to_ingredient,
"corn, filling, pepper",sugar,0.012955032119914348,0.7806451612903226,1.530162813526047,3,1,"frozenset({'corn', 'pepper', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"filling, grape, sugar",corn,0.02398286937901499,0.4666666666666667,1.528820296971823,3,1,"frozenset({'sugar', 'grape', 'filling'})",frozenset({'corn'}),ingredient_to_ingredient,
"chocolate, yeast",sugar,0.038329764453961454,0.7799564270152505,1.5288128076227576,2,1,"frozenset({'chocolate', 'yeast'})",frozenset({'sugar'}),ingredient_to_ingredient,
"chocolate, filling, yeast",sugar,0.017773019271948607,0.7793427230046949,1.527609870485593,3,1,"frozenset({'chocolate', 'yeast', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"filling, grape, shrimp",sugar,0.010171306209850108,0.778688524590164,1.5263275592176562,3,1,"frozenset({'shrimp', 'grape', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"chicken, wheat gluten",sugar,0.012419700214132762,0.778523489932886,1.526004070508532,2,1,"frozenset({'chicken', 'wheat gluten'})",frozenset({'sugar'}),ingredient_to_ingredient,
basil,corn,0.026980728051391862,0.46580406654343803,1.5259943814506178,1,1,frozenset({'basil'}),frozenset({'corn'}),ingredient_to_ingredient,
"rice, sugar",grape,0.027516059957173447,0.3468286099865047,1.5258498432755319,2,1,"frozenset({'rice', 'sugar'})",frozenset({'grape'}),ingredient_to_ingredient,
"cheese, rice",corn,0.013811563169164882,0.4657039711191336,1.5256664644870952,2,1,"frozenset({'rice', 'cheese'})",frozenset({'corn'}),ingredient_to_ingredient,
"cilantro, pasta",corn,0.014453961456102784,0.4655172413793104,1.5250547297379022,2,1,"frozenset({'cilantro', 'pasta'})",frozenset({'corn'}),ingredient_to_ingredient,
"cola, tikka paste",sugar,0.017987152034261242,0.7777777777777778,1.5245423807858227,2,1,"frozenset({'tikka paste', 'cola'})",frozenset({'sugar'}),ingredient_to_ingredient,
"cheese, grape",chicken,0.015310492505353318,0.3723958333333333,1.524179265264388,2,1,"frozenset({'grape', 'cheese'})",frozenset({'chicken'}),ingredient_to_ingredient,
"bean paste, chicken, tikka paste",sugar,0.010813704496788009,0.7769230769230769,1.5228670594882558,3,1,"frozenset({'chicken', 'tikka paste', 'bean paste'})",frozenset({'sugar'}),ingredient_to_ingredient,
"grape, pasta, sugar",filling,0.010278372591006424,0.375,1.5228260869565218,3,1,"frozenset({'sugar', 'pasta', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
"grape, tagliatelle",filling,0.015310492505353318,0.3743455497382199,1.5201684498065102,2,1,"frozenset({'tagliatelle', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
gravy,filling,0.013704496788008565,0.3742690058479532,1.519857615052123,1,1,frozenset({'gravy'}),frozenset({'filling'}),ingredient_to_ingredient,
"filling, sugar",grape,0.05139186295503212,0.34507548526240117,1.5181370854219627,2,1,"frozenset({'sugar', 'filling'})",frozenset({'grape'}),ingredient_to_ingredient,
"corn, wheat gluten",sugar,0.014668094218415417,0.7740112994350282,1.5171596089660364,2,1,"frozenset({'wheat gluten', 'corn'})",frozenset({'sugar'}),ingredient_to_ingredient,
sour cream,filling,0.013597430406852249,0.37352941176470594,1.5168542199488493,1,1,frozenset({'sour cream'}),frozenset({'filling'}),ingredient_to_ingredient,
"cereal, twist",corn,0.010706638115631691,0.4629629629629629,1.5166868025514113,2,1,"frozenset({'cereal', 'twist'})",frozenset({'corn'}),ingredient_to_ingredient,
"chocolate, filling, vermicelli",sugar,0.013169164882226981,0.7735849056603774,1.5163238234770045,3,1,"frozenset({'chocolate', 'vermicelli', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"corn, daikon",pasta,0.013918629550321198,0.3087885985748218,1.5155467738774755,2,1,"frozenset({'daikon', 'corn'})",frozenset({'pasta'}),ingredient_to_ingredient,
"chocolate, vermicelli",sugar,0.021413276231263382,0.7722007722007721,1.5136107476086489,2,1,"frozenset({'chocolate', 'vermicelli'})",frozenset({'sugar'}),ingredient_to_ingredient,
pepper,filling,0.03522483940042827,0.3725934314835787,1.5130533261115762,1,1,frozenset({'pepper'}),frozenset({'filling'}),ingredient_to_ingredient,
sausage,filling,0.028586723768736617,0.37238493723849375,1.5122066581771878,1,1,frozenset({'sausage'}),frozenset({'filling'}),ingredient_to_ingredient,
"cereal, pasta",corn,0.017987152034261242,0.4615384615384615,1.5120200739281764,2,1,"frozenset({'pasta', 'cereal'})",frozenset({'corn'}),ingredient_to_ingredient,
"cucumber, yeast",filling,0.016059957173447537,0.37220843672456577,1.5114899126119323,2,1,"frozenset({'cucumber', 'yeast'})",frozenset({'filling'}),ingredient_to_ingredient,
"pasta, twist",corn,0.020770877944325482,0.4608076009501188,1.5096257428530724,2,1,"frozenset({'pasta', 'twist'})",frozenset({'corn'}),ingredient_to_ingredient,
salsa,chicken,0.010385438972162741,0.3688212927756654,1.5095490247698136,1,1,frozenset({'salsa'}),frozenset({'chicken'}),ingredient_to_ingredient,
"chocolate, ginger",sugar,0.01145610278372591,0.7697841726618705,1.5088739082186509,2,1,"frozenset({'ginger', 'chocolate'})",frozenset({'sugar'}),ingredient_to_ingredient,
"chocolate, rice",sugar,0.026124197002141327,0.7697160883280757,1.5087404543513594,2,1,"frozenset({'rice', 'chocolate'})",frozenset({'sugar'}),ingredient_to_ingredient,
"chicken, tikka paste",sugar,0.03179871520342612,0.7694300518134715,1.5081797867655455,2,1,"frozenset({'chicken', 'tikka paste'})",frozenset({'sugar'}),ingredient_to_ingredient,
"cuisine:jamaican, sugar",grape,0.01113490364025696,0.34210526315789475,1.505069787044153,2,1,"frozenset({'sugar', 'cuisine:jamaican'})",frozenset({'grape'}),cuisine_to_ingredient,jamaican
"pasta, potato",chicken,0.012633832976445396,0.367601246105919,1.5045554945790023,2,1,"frozenset({'potato', 'pasta'})",frozenset({'chicken'}),ingredient_to_ingredient,
sour cream,corn,0.01670235546038544,0.4588235294117648,1.5031258381991874,1,1,frozenset({'sour cream'}),frozenset({'corn'}),ingredient_to_ingredient,
"sugar, tagliatelle",filling,0.032119914346895075,0.36991368680641185,1.5021712325095158,2,1,"frozenset({'tagliatelle', 'sugar'})",frozenset({'filling'}),ingredient_to_ingredient,
cola,chicken,0.02462526766595289,0.36624203821656054,1.4989923912982799,1,1,frozenset({'cola'}),frozenset({'chicken'}),ingredient_to_ingredient,
bean paste,chicken,0.02740899357601713,0.36623748211731044,1.498973743635267,1,1,frozenset({'bean paste'}),frozenset({'chicken'}),ingredient_to_ingredient,
"chocolate, corn",sugar,0.045503211991434686,0.764388489208633,1.4982976892358097,2,1,"frozenset({'corn', 'chocolate'})",frozenset({'sugar'}),ingredient_to_ingredient,
"cuisine:korean, pasta",corn,0.013704496788008565,0.45714285714285713,1.497619882747908,2,1,"frozenset({'pasta', 'cuisine:korean'})",frozenset({'corn'}),cuisine_to_ingredient,korean
crouton,grape,0.015738758029978588,0.3402777777777778,1.4970298843355838,1,1,frozenset({'crouton'}),frozenset({'grape'}),ingredient_to_ingredient,
"crabmeat, grape",sugar,0.016595289079229122,0.7635467980295566,1.496647868540621,2,1,"frozenset({'crabmeat', 'grape'})",frozenset({'sugar'}),ingredient_to_ingredient,
